#
#                              distance (vertice unit) / time (seconds) / angle (degrees)
#
#       X          Y          Z                    V                            VC                               J                            AccT                 Radi   
    -3.89714   -0.84320   -1.99759         -1.270303788746399E-05         -9.554332810056001E-08         -1.279858121556455E-05          6.971827245814612E-07    4.45972
    -3.74972   -0.07447   -2.04840         -1.274673628060736E-05         -8.452948701780051E-08         -1.283126576762516E-05          7.090617684158312E-07    4.27340
    -4.06565    0.43338   -2.31475         -1.251707151183883E-05         -1.004630683730174E-07         -1.261753458021185E-05          7.568516933277848E-07    4.69845
    -4.34835    0.88476   -2.50968         -1.231878053114781E-05         -1.183327419137973E-07         -1.243711327306161E-05          7.878199084036463E-07    5.09798
    -4.29956    1.74011   -2.32306         -1.225999631541508E-05         -1.292894850118614E-07         -1.238928580042694E-05          7.828970716450742E-07    5.18756
    -4.70969    2.18249   -2.51453         -1.198461380400793E-05         -1.619228564685840E-07         -1.214653666047651E-05          8.167035564057326E-07    5.76778
    -4.89478    2.94092   -2.30582         -1.179904210072220E-05         -1.959575094902541E-07         -1.199499961021246E-05          8.220032856832857E-07    6.15831
    -5.47541    3.31552   -2.47361         -1.151691101668564E-05         -2.462257968345211E-07         -1.176313681352016E-05          8.527521218861596E-07    6.86232
    -5.85932    3.91546   -2.23811         -1.131117374957413E-05         -2.984466768506234E-07         -1.160962042642476E-05          8.583746078885403E-07    7.39402
    -6.54250    4.20458   -2.39866         -1.106257139423541E-05         -3.634712892061057E-07         -1.142604268344152E-05          8.825432351314708E-07    8.13857
    -6.97922    4.69238   -2.17814         -1.085597780385059E-05         -4.250395639888812E-07         -1.128101736783947E-05          8.834540594709578E-07    8.68747
    -7.70300    4.92953   -2.35959         -1.061098339739324E-05         -5.026139049704870E-07         -1.111359730236372E-05          9.008327749419058E-07    9.44480
    -8.14543    5.35031   -2.16700         -1.039356771963413E-05         -5.707452062062182E-07         -1.096431292584035E-05          8.971762095361032E-07    9.98347
    -8.95429    5.46564   -2.34459         -1.019163901351421E-05         -6.613613172186331E-07         -1.085300033073284E-05          9.093251481219194E-07   10.74940
    -9.42709    5.75385   -2.14615         -1.002706157493298E-05         -7.330200644634485E-07         -1.076008163939643E-05          9.049560343959393E-07   11.25090
   -10.30880    5.66406   -2.29640         -9.913914070912663E-06         -8.314323558016757E-07         -1.074534642671434E-05          9.121480561290513E-07   11.98442
   -10.77095    5.81655   -2.09010         -9.810210873428117E-06         -9.004979245223618E-07         -1.071070879795048E-05          9.061099295640098E-07   12.41830
   -11.63832    5.74923   -2.06480         -9.680948942800143E-06         -1.012626842816918E-06         -1.069357578561706E-05          9.008100070684612E-07   13.14411
   -12.08362    5.52403   -2.23386         -9.652555354839715E-06         -1.060851202960064E-06         -1.071340655779978E-05          9.020841098117583E-07   13.47290
   -12.93184    5.54992   -2.05451         -9.446843145245546E-06         -1.190086612903075E-06         -1.063692975814862E-05          8.835113379084564E-07   14.22164
   -13.37691    5.24851   -2.23027         -9.415738732071844E-06         -1.240894072281344E-06         -1.065663280435319E-05          8.828845950404573E-07   14.54176
   -14.18636    5.18978   -2.07293         -9.189262495139324E-06         -1.371288029676631E-06         -1.056055052481596E-05          8.601655815873788E-07   15.24741
   -14.60101    4.76970   -2.24607         -9.182742096507889E-06         -1.417879235550899E-06         -1.060062133205879E-05          8.603134935170577E-07   15.52367
   -15.34533    4.60039   -2.09225         -8.966037358714784E-06         -1.542295985595451E-06         -1.050833334431023E-05          8.370459936912307E-07   16.15612
   -15.69251    4.05931   -2.26261         -8.987523238589077E-06         -1.578894464128283E-06         -1.056641770271736E-05          8.390317335681107E-07   16.36619
   -16.34645    3.79011   -2.10678         -8.789444647893226E-06         -1.692104782460381E-06         -1.048154943035361E-05          8.163854667882556E-07   16.91183
   -16.60673    3.14886   -2.28254         -8.823631173959233E-06         -1.716907609846354E-06         -1.054053878380559E-05          8.197419002692743E-07   17.05605
   -17.16723    2.80872   -2.12751         -8.634816087768147E-06         -1.818491717094448E-06         -1.045330780486259E-05          7.971070377462196E-07   17.52509
   -17.33170    2.08322   -2.31814         -8.662702658419311E-06         -1.831261936434716E-06         -1.049396459485403E-05          8.014131229644419E-07   17.60970
   -17.79919    1.69300   -2.16374         -8.478467014844013E-06         -1.921102548588669E-06         -1.039956956343268E-05          7.788321773242462E-07   18.00997
   -17.82330    0.88742   -2.36460         -8.511447310154002E-06         -1.913771513469330E-06         -1.042521882362333E-05          7.862403168863342E-07   18.00136
   -18.16885    0.46276   -2.19999         -8.355446418898312E-06         -1.985066014707444E-06         -1.034051243360576E-05          7.661603822363144E-07   18.30740
   -18.21770   -0.38246   -2.20895         -8.324355929228973E-06         -1.995340897780788E-06         -1.031969682700976E-05          7.642706999465993E-07   18.35512
   -17.93478   -0.82313   -2.39340         -8.434275858503377E-06         -1.937067665188729E-06         -1.037134352369211E-05          7.811180937263732E-07   18.11249
   -18.01105   -1.66208   -2.21315         -8.332183815446197E-06         -1.966072355935265E-06         -1.029825617138146E-05          7.687587166343345E-07   18.22247
   -17.61228   -2.09707   -2.39925         -8.456629763230352E-06         -1.890531001316477E-06         -1.034716076454683E-05          7.859023915575741E-07   17.89823
   -17.54906   -2.90302   -2.22936         -8.346194742597871E-06         -1.901390096472985E-06         -1.024758483907086E-05          7.733982057905553E-07   17.92672
   -17.07427   -3.34060   -2.44136         -8.439381861246708E-06         -1.819018551641704E-06         -1.025840041288841E-05          7.864693785384562E-07   17.56845
   -16.91061   -4.11655   -2.29031         -8.297481127588777E-06         -1.820367662039147E-06         -1.011784878962792E-05          7.712416538519780E-07   17.55450
   -16.31566   -4.53762   -2.52444         -8.383629841525686E-06         -1.723470292709056E-06         -1.010710013423474E-05          7.839225950268956E-07   17.12202
   -15.97807   -5.19874   -2.35113         -8.304243420593472E-06         -1.696635889699090E-06         -1.000087931029256E-05          7.769873935669528E-07   16.96624
   -15.18627   -5.48044   -2.56273         -8.478314362958446E-06         -1.566425030401453E-06         -1.004473939335990E-05          8.007411185216138E-07   16.34704
   -14.66922   -5.89518   -2.33019         -8.548086359207097E-06         -1.502010779287474E-06         -1.005009713849457E-05          8.084903953209143E-07   15.98027
   -13.73769   -5.95425   -2.50271         -8.826432693831828E-06         -1.347193195021915E-06         -1.017362588885374E-05          8.398977074489437E-07   15.18027
   -13.17968   -6.15014   -2.24222         -8.983783354278309E-06         -1.271180171914573E-06         -1.025496352619288E-05          8.525419700438354E-07   14.71584
   -12.22382   -6.06641   -2.41729         -9.267550829535336E-06         -1.119108446477824E-06         -1.038665927601316E-05          8.775179388566473E-07   13.85880
   -11.71860   -6.18833   -2.18105         -9.393593701734969E-06         -1.055394784131295E-06         -1.044898848586626E-05          8.837561766903074E-07   13.43049
   -10.78860   -6.18128   -2.18071         -9.588904408819790E-06         -9.290814080952479E-07         -1.051798581691504E-05          8.933227711312853E-07   12.62369
   -10.29060   -6.03617   -2.40822         -9.691706546198116E-06         -8.553436887712552E-07         -1.054705023496937E-05          8.990478438807369E-07   12.17092
    -9.35662   -6.07709   -2.22259         -9.839729043913060E-06         -7.480468208225785E-07         -1.058777586473564E-05          8.942228313390837E-07   11.37617
    -8.81992   -5.85114   -2.46851         -9.953744906697749E-06         -6.732250229950050E-07         -1.062696992969275E-05          8.953029183925846E-07   10.86831
    -7.95068   -5.72914   -2.27799         -1.014823616618135E-05         -5.771311762333967E-07         -1.072536734241474E-05          8.803783977802690E-07   10.06110
    -7.44133   -5.33121   -2.51015         -1.033865077600056E-05         -5.035672905739390E-07         -1.084221806657450E-05          8.777169884127449E-07    9.49189
    -6.75079   -4.98272   -2.27387         -1.065786758428122E-05         -4.230735347267331E-07         -1.108094111900796E-05          8.512123473220976E-07    8.69317
    -6.36187   -4.40333   -2.47340         -1.092842422642817E-05         -3.597452462788029E-07         -1.128816947270697E-05          8.440311248465341E-07    8.12283
    -5.87904   -3.93221   -2.21281         -1.130978562997977E-05         -3.006279237023935E-07         -1.161041355368217E-05          8.092028188501673E-07    7.41093
    -5.58001   -3.27491   -2.41706         -1.155699503585999E-05         -2.515672398692420E-07         -1.180856227572923E-05          8.028538128580079E-07    6.90679
    -5.16719   -2.82322   -2.19224         -1.188453759449528E-05         -2.083522969523116E-07         -1.209288989144759E-05          7.708681017518772E-07    6.28302
    -4.91463   -2.11539   -2.42770         -1.204259736891640E-05         -1.720431186287013E-07         -1.221464048754510E-05          7.772037626321830E-07    5.87556
    -4.50914   -1.68266   -2.24429         -1.230615850920724E-05         -1.392023865446364E-07         -1.244536089575188E-05          7.504346133293793E-07    5.31042
    -4.42489   -0.87704   -2.47800         -1.233749961786432E-05         -1.222863086691374E-07         -1.245978592653346E-05          7.729351115011364E-07    5.14678
    -4.11569   -0.43065   -2.29697         -1.252801468614835E-05         -1.029088694893531E-07         -1.263092355563770E-05          7.485921610733947E-07    4.73291
    -4.78546    0.44809   -2.87493         -1.210214543907822E-05         -1.388280514647526E-07         -1.224097349054297E-05          8.275344530881087E-07    5.60059
    -5.07439    0.92010   -3.06758         -1.191494229575136E-05         -1.598290039836212E-07         -1.207477129973498E-05          8.510214829832042E-07    6.00051
    -5.04741    1.79916   -2.89380         -1.185221054863586E-05         -1.725529617814049E-07         -1.202476351041726E-05          8.459754256560747E-07    6.08995
    -5.48875    2.26028   -3.08345         -1.158455310056812E-05         -2.117462312753320E-07         -1.179629933184345E-05          8.726845575732865E-07    6.68901
    -5.73165    3.01821   -2.87196         -1.142464153124843E-05         -2.521671762837478E-07         -1.167680870753217E-05          8.750636879313520E-07    7.08587
    -6.37123    3.38877   -3.02714         -1.116095267267971E-05         -3.129528769981843E-07         -1.147390554967790E-05          9.002179018874710E-07    7.82559
    -6.79816    3.97520   -2.78933         -1.099170802737977E-05         -3.726927207767078E-07         -1.136440074815647E-05          9.017129994464029E-07    8.35449
    -7.56018    4.22771   -2.93400         -1.075982706070189E-05         -4.508921816799458E-07         -1.121071924238183E-05          9.203590133779382E-07    9.14539
    -8.02829    4.69425   -2.72479         -1.057653452305636E-05         -5.197588534698487E-07         -1.109629337652621E-05          9.170701286711974E-07    9.69092
    -8.87137    4.82060   -2.87546         -1.037031764033360E-05         -6.126052369770738E-07         -1.098292287731068E-05          9.285136935204456E-07   10.49798
    -9.35495    5.17121   -2.68786         -1.019606210827333E-05         -6.866244806969541E-07         -1.088268658897028E-05          9.228354447709512E-07   11.02184
   -10.27131    5.11169   -2.82705         -1.004416786139897E-05         -7.910260783602984E-07         -1.083519393975927E-05          9.285569621365424E-07   11.81615
   -10.75236    5.31634   -2.63404         -9.921850277925307E-06         -8.646276429948415E-07         -1.078647792092015E-05          9.221578494086653E-07   12.28067
   -11.65981    5.24363   -2.59680         -9.789203562078535E-06         -9.822347946090733E-07         -1.077143835668761E-05          9.174324444692948E-07   13.04570
   -12.13072    4.99954   -2.76058         -9.739032395698526E-06         -1.034533796924761E-06         -1.077356619262329E-05          9.184154117863048E-07   13.40785
   -12.99960    4.97854   -2.57340         -9.569009145904973E-06         -1.164493351449206E-06         -1.073350249735418E-05          9.028287531348215E-07   14.15619
   -13.46356    4.64117   -2.74735         -9.516016528076949E-06         -1.218774523054292E-06         -1.073479105113124E-05          9.018863425882297E-07   14.50365
   -14.25552    4.49107   -2.57736         -9.352989617842288E-06         -1.342460806029051E-06         -1.069545042387134E-05          8.832288722398918E-07   15.16682
   -14.68040    4.02981   -2.75543         -9.312533546268688E-06         -1.392723436541256E-06         -1.070525698280994E-05          8.820137742878230E-07   15.47081
   -15.37306    3.76737   -2.59450         -9.159189720246523E-06         -1.505525453924030E-06         -1.066471517417055E-05          8.628020373623246E-07   16.03919
   -15.73359    3.18541   -2.78714         -9.117521486129620E-06         -1.548605565168036E-06         -1.066612705129766E-05          8.617458157373678E-07   16.29297
   -16.31332    2.83611   -2.63101         -8.973931962465198E-06         -1.647612191272434E-06         -1.062154415373763E-05          8.432661595536698E-07   16.76574
   -16.59172    2.14049   -2.85219         -8.909198590920920E-06         -1.681860954592442E-06         -1.059105954551336E-05          8.418451177542429E-07   16.97062
   -17.04960    1.72775   -2.69435         -8.778920482966965E-06         -1.764835601053971E-06         -1.054375608402094E-05          8.244998856677295E-07   17.34744
   -17.16215    0.91596   -2.92418         -8.727852253132039E-06         -1.775076917569223E-06         -1.050292917070126E-05          8.262373871271472E-07   17.43356
   -17.46835    0.46585   -2.74883         -8.637103722264752E-06         -1.835064317650773E-06         -1.047216803991552E-05          8.114510138176727E-07   17.68944
   -17.53098   -0.39948   -2.76866         -8.589040422799831E-06         -1.847892299513616E-06         -1.043693272231345E-05          8.080533673091215E-07   17.75276
   -17.22315   -0.85215   -2.93716         -8.690781962079169E-06         -1.787003857416775E-06         -1.047778581949594E-05          8.212173852153916E-07   17.49257
   -17.22818   -1.71079   -2.74799         -8.651476987690223E-06         -1.801270294821999E-06         -1.045274728251222E-05          8.119430610602975E-07   17.52964
   -16.73070   -2.12490   -2.88854         -8.823965877500702E-06         -1.709292781997578E-06         -1.053325865949828E-05          8.280943111362578E-07   17.11068
   -16.64001   -2.94876   -2.75178         -8.715956445350439E-06         -1.716225225452887E-06         -1.043218167080333E-05          8.139608921046850E-07   17.12184
   -16.04025   -3.33546   -2.92269         -8.864721459235324E-06         -1.613040096903755E-06         -1.047776155613908E-05          8.300832581973636E-07   16.64202
   -15.87955   -4.14837   -2.84640         -8.670094301020958E-06         -1.618775427009421E-06         -1.028886972803038E-05          8.131960943566735E-07   16.65747
   -15.13375   -4.48075   -3.04532         -8.815886348134351E-06         -1.497011995513554E-06         -1.031289834364790E-05          8.324338986685624E-07   16.07425
   -14.77806   -5.15169   -2.93496         -8.697264521621063E-06         -1.471913503585918E-06         -1.016917802520698E-05          8.266669851311303E-07   15.92310
   -13.84058   -5.29054   -3.10490         -8.934200924316752E-06         -1.319395375202600E-06         -1.025359629951935E-05          8.545362869227844E-07   15.13908
   -13.31725   -5.67836   -2.90520         -8.986386328449771E-06         -1.259549764238103E-06         -1.024593609268787E-05          8.594982043783474E-07   14.76595
   -12.29344   -5.58971   -3.05391         -9.290577632736501E-06         -1.095974238373635E-06         -1.038655187111014E-05          8.872927576133299E-07   13.84557
   -11.75801   -5.78186   -2.82650         -9.410916622062037E-06         -1.031716281629393E-06         -1.044263290369143E-05          8.927035594566715E-07   13.40410
   -10.75479   -5.75868   -2.81777         -9.639891749143802E-06         -8.943820750719393E-07         -1.053427382421574E-05          9.047426019725905E-07   12.52069
   -10.22908   -5.53718   -3.02851         -9.773805893123728E-06         -8.130520885940636E-07         -1.058685798171779E-05          9.126187933200208E-07   12.01941
    -9.22819   -5.58871   -2.86487         -9.936099524344240E-06         -6.994652743929972E-07         -1.063556479873724E-05          9.080852260595114E-07   11.16247
    -8.68241   -5.25388   -3.09506         -1.008518512860774E-05         -6.189034626728917E-07         -1.070408859128064E-05          9.117681046623515E-07   10.60975
    -7.76478   -5.11837   -2.93086         -1.028698397222299E-05         -5.197591880001510E-07         -1.080674316022314E-05          8.956021122809970E-07    9.75087
    -7.28251   -4.58454   -3.13974         -1.050726210112560E-05         -4.450213956748842E-07         -1.095228349680049E-05          8.964227253647243E-07    9.16029
    -6.57013   -4.21799   -2.91856         -1.082175928544851E-05         -3.663276490059280E-07         -1.118808693445444E-05          8.679809696521614E-07    8.33523
    -6.23954   -3.51247   -3.09815         -1.108049488621330E-05         -3.081029903981018E-07         -1.138859787661140E-05          8.682031316445519E-07    7.80179
    -5.73225   -3.04051   -2.85726         -1.142555690878890E-05         -2.530204350500316E-07         -1.167857734383894E-05          8.383738945152652E-07    7.08994
    -5.54433   -2.25088   -3.04480         -1.161391508727681E-05         -2.151767850995720E-07         -1.182909187237638E-05          8.458800056592368E-07    6.71393
    -5.13954   -1.77744   -2.84007         -1.188832987823085E-05         -1.777260234178357E-07         -1.206605590164869E-05          8.237180208618421E-07    6.13516
    -5.12112   -0.91735   -3.03968         -1.193385478911368E-05         -1.626619561199887E-07         -1.209651674523367E-05          8.417948019070439E-07    6.02554
    -4.81197   -0.44968   -2.86103         -1.211079651643210E-05         -1.403653086781034E-07         -1.225116182511020E-05          8.222978135366005E-07    5.61629
    -5.52943    0.46858   -3.41099         -1.171857905614664E-05         -1.850573769104951E-07         -1.190363643305713E-05          8.846048494472241E-07    6.51375
    -5.83818    0.96378   -3.60821         -1.152444545488349E-05         -2.104120679063552E-07         -1.173485752278985E-05          9.032825229776316E-07    6.93054
    -5.82448    1.87642   -3.45446         -1.144804828488653E-05         -2.250291460230037E-07         -1.167307743090953E-05          8.979457667360246E-07    7.02701
    -6.35194    2.33954   -3.62835         -1.119103963246899E-05         -2.753588796359761E-07         -1.146639851210497E-05          9.197968124862020E-07    7.68020
    -6.65578    3.09396   -3.41251         -1.105158093098926E-05         -3.237443816950131E-07         -1.137532531268427E-05          9.191899462165238E-07    8.09428
    -7.42404    3.40549   -3.52215         -1.083396773755738E-05         -4.009167191485271E-07         -1.123488445670591E-05          9.383452024276051E-07    8.89490
    -7.90150    3.95282   -3.28145         -1.069938797709746E-05         -4.690927635553045E-07         -1.116848074065277E-05          9.363430754524858E-07    9.42478
    -8.78826    4.09039   -3.38104         -1.051528635590737E-05         -5.646816037640595E-07         -1.107996795967143E-05          9.472780323704497E-07   10.26627
    -9.29001    4.49163   -3.18427         -1.036155132994405E-05         -6.398866446915576E-07         -1.100143797463561E-05          9.412437782298405E-07   10.79901
   -10.23909    4.45875   -3.30816         -1.018321240666398E-05         -7.495026653316583E-07         -1.093271507199564E-05          9.452051879512937E-07   11.64747
   -10.73681    4.72821   -3.13855         -1.003476541667854E-05         -8.271186731614674E-07         -1.086188408984001E-05          9.378187567251411E-07   12.14436
   -11.68877    4.68876   -3.10931         -9.863828163465545E-06         -9.531778265525389E-07         -1.081700599001808E-05          9.320561508238615E-07   12.97226
   -12.18850    4.42045   -3.27408         -9.789585667548054E-06         -1.010196433981203E-06         -1.079978210152926E-05          9.319856480917606E-07   13.37234
   -13.09441    4.39385   -3.09930         -9.609599634063364E-06         -1.146430140242084E-06         -1.075602977430545E-05          9.171774102512660E-07   14.15539
   -13.58488    4.00424   -3.28574         -9.527685807781826E-06         -1.205403008446901E-06         -1.073308881622873E-05          9.147341966482911E-07   14.53887
   -14.37890    3.79029   -3.11186         -9.389610005205049E-06         -1.328816243164386E-06         -1.071842624836944E-05          8.978005168056839E-07   15.19219
   -14.83512    3.26723   -3.33482         -9.280508654643268E-06         -1.386726201442836E-06         -1.066723485608610E-05          8.929201402411459E-07   15.55238
   -15.49715    2.92478   -3.17103         -9.155587789445217E-06         -1.494659304969579E-06         -1.065024709441480E-05          8.753891336535025E-07   16.08637
   -15.88660    2.25262   -3.44496         -9.001972665282085E-06         -1.547196564082182E-06         -1.054916922936427E-05          8.680327933696635E-07   16.41116
   -16.40145    1.81763   -3.28226         -8.889801635090484E-06         -1.636455500467562E-06         -1.052625713555805E-05          8.515623152853322E-07   16.82511
   -16.56172    0.97531   -3.54137         -8.792411448102815E-06         -1.654066310372599E-06         -1.044647775847541E-05          8.504346509514503E-07   16.96417
   -16.86453    0.48639   -3.34114         -8.751058562045036E-06         -1.710599706829298E-06         -1.046165826887433E-05          8.404039145984428E-07   17.19919
   -16.86290   -0.41639   -3.33429         -8.756919870244873E-06         -1.709889308773319E-06         -1.046680917901819E-05          8.394275623741516E-07   17.19443
   -16.45429   -0.87739   -3.44934         -8.918009114679743E-06         -1.631661337630216E-06         -1.054967045230996E-05          8.543810935764265E-07   16.83483
   -16.31706   -1.72727   -3.19276         -9.013232995967937E-06         -1.617937715613083E-06         -1.063117071158102E-05          8.532305547956119E-07   16.71597
   -15.71562   -2.10698   -3.27236         -9.240292505574720E-06         -1.510909041244887E-06         -1.075120154681961E-05          8.690561143409239E-07   16.19038
   -15.52950   -2.89132   -3.13905         -9.194018150039713E-06         -1.499521130557424E-06         -1.069353928059714E-05          8.591935920424093E-07   16.10523
   -14.86112   -3.24153   -3.29942         -9.332319014611641E-06         -1.390360756978413E-06         -1.072267977159005E-05          8.755627151043844E-07   15.56427
   -14.62606   -4.01804   -3.28199         -9.145429140853968E-06         -1.382585186654002E-06         -1.052801432750797E-05          8.645173359063113E-07   15.51895
   -13.78619   -4.27475   -3.48254         -9.279464361289809E-06         -1.251974895160179E-06         -1.053143925644999E-05          8.835229699142279E-07   14.84791
   -13.35639   -4.87630   -3.41581         -9.180114591522151E-06         -1.214950654582159E-06         -1.039506524610431E-05          8.809701155399144E-07   14.62324
   -12.32785   -4.85320   -3.56557         -9.440252556918298E-06         -1.054844825402344E-06         -1.049509738232064E-05          9.051238748663318E-07   13.72016
   -11.78822   -5.17879   -3.40338         -9.492548793985858E-06         -9.962681068855556E-07         -1.048881690087141E-05          9.066093369758288E-07   13.31785
   -10.72708   -5.14945   -3.38671         -9.748384409748210E-06         -8.508679163190529E-07         -1.059925232606726E-05          9.200874428113775E-07   12.37161
   -10.18432   -4.83305   -3.55677         -9.927309139792829E-06         -7.636796662032011E-07         -1.069098880599603E-05          9.309970898445139E-07   11.82071
    -9.14054   -4.88594   -3.42876         -1.009743556002114E-05         -6.455517873696732E-07         -1.074298734739081E-05          9.271704705875391E-07   10.91688
    -8.60523   -4.43630   -3.62995         -1.027221498055386E-05         -5.632748315792590E-07         -1.083548981213312E-05          9.332795472636644E-07   10.33960
    -7.66482   -4.27042   -3.50513         -1.047206333054920E-05         -4.626472157070958E-07         -1.093471054625629E-05          9.179655848182207E-07    9.44838
    -7.24489   -3.60171   -3.67950         -1.069612357489464E-05         -3.933861300235867E-07         -1.108950970491823E-05          9.218958107244241E-07    8.88816
    -6.53198   -3.21031   -3.49371         -1.097914329076160E-05         -3.183407888277972E-07         -1.129748407958939E-05          8.978240255617175E-07    8.07335
    -6.33826   -2.36727   -3.62997         -1.119906463043305E-05         -2.751003748258372E-07         -1.147416500525889E-05          9.051855890664405E-07    7.67817
    -5.85790   -1.87980   -3.42196         -1.147686218472217E-05         -2.274516818986490E-07         -1.170431386662082E-05          8.844279640417460E-07    7.03978
    -5.88163   -0.96012   -3.57453         -1.155404009311707E-05         -2.134302905649557E-07         -1.176747038368203E-05          8.986711329329211E-07    6.94930
    -5.54965   -0.47111   -3.39699         -1.172921412278858E-05         -1.864183821765201E-07         -1.191563250496510E-05          8.815304965919585E-07    6.52381
    -6.35132    0.49206   -3.90828         -1.135573225328046E-05         -2.438738185037714E-07         -1.159960607178423E-05          9.316331702798998E-07    7.47369
    -6.73333    1.00011   -4.08123         -1.117152141134923E-05         -2.784679496986409E-07         -1.144998936104787E-05          9.458898854517875E-07    7.93690
    -6.74764    1.93495   -3.95505         -1.107630105837716E-05         -2.961168539250956E-07         -1.137241791230225E-05          9.406583778570035E-07    8.05712
    -7.42865    2.35151   -4.05950         -1.087188228927602E-05         -3.648636015415238E-07         -1.123674589081755E-05          9.563030862759231E-07    8.78601
    -7.80120    3.06764   -3.84243         -1.075474572030473E-05         -4.222822472080970E-07         -1.117702796751282E-05          9.535263992013402E-07    9.22135
    -8.71219    3.25986   -3.88026         -1.059934207023114E-05         -5.199956007552594E-07         -1.111933767098640E-05          9.637168353008161E-07   10.07895
    -9.22179    3.73529   -3.65956         -1.048355676189863E-05         -5.949033501493375E-07         -1.107846011204796E-05          9.585557143446891E-07   10.60123
   -10.20810    3.72364   -3.74904         -1.030339379052272E-05         -7.095470266571986E-07         -1.101294081717992E-05          9.608820612284446E-07   11.49461
   -10.72365    4.04586   -3.59442         -1.015027942860312E-05         -7.894428002645479E-07         -1.093972222886766E-05          9.530346288693533E-07   12.01189
   -11.72110    4.04700   -3.58958         -9.930896290686279E-06         -9.240359115359300E-07         -1.085493220222221E-05          9.455157310456574E-07   12.90920
   -12.25036    3.75125   -3.76770         -9.821172452210743E-06         -9.864185332474556E-07         -1.080759098545820E-05          9.436041336677790E-07   13.35435
   -13.20822    3.73507   -3.63865         -9.595124415639041E-06         -1.132237681538169E-06         -1.072736209717721E-05          9.277317587012315E-07   14.20027
   -13.73102    3.27233   -3.86876         -9.457399975822871E-06         -1.197387936702498E-06         -1.065478791252537E-05          9.216045101170382E-07   14.63613
   -14.56389    3.01843   -3.73882         -9.274629093891410E-06         -1.329409848010796E-06         -1.060403894190221E-05          9.027667488430293E-07   15.33612
   -15.01804    2.35687   -4.03641         -9.092676917855208E-06         -1.388774597271423E-06         -1.048145151512663E-05          8.929557553448470E-07   15.72860
   -15.67872    1.93350   -3.90634         -8.933850520880432E-06         -1.499735438312603E-06         -1.043358595919304E-05          8.732875841448490E-07   16.27329
   -15.83071    1.04340   -4.15144         -8.858644283242482E-06         -1.512593240763259E-06         -1.037123752400574E-05          8.734636660323536E-07   16.39923
   -16.19887    0.52020   -3.94918         -8.816663409663402E-06         -1.578539450122690E-06         -1.039520285978609E-05          8.637665398596230E-07   16.68142
   -16.09307   -0.42972   -3.86399         -8.928083142544902E-06         -1.557492249540649E-06         -1.048557539208555E-05          8.668769395786234E-07   16.55603
   -15.55977   -0.89440   -3.88845         -9.176528313171832E-06         -1.459746774900425E-06         -1.063627508807226E-05          8.856180186322530E-07   16.06320
   -15.31955   -1.72178   -3.55340         -9.381983993294417E-06         -1.428177112844560E-06         -1.081016110613898E-05          8.893898204527190E-07   15.82023
   -14.65472   -2.07850   -3.60510         -9.610224000876458E-06         -1.316568210053520E-06         -1.092679221092998E-05          9.054845011919288E-07   15.23410
   -14.38241   -2.81392   -3.48444         -9.602464708818918E-06         -1.290672162730995E-06         -1.089313687154991E-05          8.995881033930205E-07   15.06364
   -13.63852   -3.12120   -3.67665         -9.698043598101838E-06         -1.176366977082339E-06         -1.087441057518418E-05          9.158220748293363E-07   14.46613
   -13.27735   -3.80552   -3.69219         -9.558240186947548E-06         -1.146433245360319E-06         -1.070467343230787E-05          9.104008814618760E-07   14.29693
   -12.31118   -3.87891   -3.87419         -9.733018968152396E-06         -1.001249559735515E-06         -1.073426852788791E-05          9.289755637908356E-07   13.47666
   -11.79147   -4.32504   -3.81430         -9.708794923545531E-06         -9.479677650557593E-07         -1.065676268860129E-05          9.278070940290362E-07   13.12607
   -10.70908   -4.33422   -3.82217         -9.942620945013504E-06         -8.020884088318644E-07         -1.074470935384537E-05          9.394878762401664E-07   12.16877
   -10.16218   -3.94625   -3.94742         -1.014472393709565E-05         -7.141855287495716E-07         -1.085890946584522E-05          9.519937815235583E-07   11.59417
    -9.10210   -3.99543   -3.88321         -1.029695142606799E-05         -5.938089446384572E-07         -1.089076037070645E-05          9.485803289728418E-07   10.67197
    -8.60713   -3.42811   -4.04356         -1.048248468458666E-05         -5.158231439688639E-07         -1.099830782855552E-05          9.559077530938617E-07   10.10866
    -7.69032   -3.20026   -3.96467         -1.067043519478594E-05         -4.169559716399446E-07         -1.108739116642589E-05          9.435880719689636E-07    9.22504
    -7.40481   -2.38934   -4.08053         -1.087683777375070E-05         -3.638159230787980E-07         -1.124065369682950E-05          9.499397781906737E-07    8.78583
    -6.76565   -1.94774   -3.93162         -1.110955234174775E-05         -2.978773778918710E-07         -1.140742971963962E-05          9.337707268343899E-07    8.06383
    -6.77820   -0.99230   -4.03768         -1.121494700795043E-05         -2.820177944906186E-07         -1.149696480244105E-05          9.441232423772376E-07    7.95182
    -6.37454   -0.49215   -3.88860         -1.137381198584417E-05         -2.456506333268374E-07         -1.161946261917101E-05          9.302184166970434E-07    7.48320
    -7.32296    0.50588   -4.30223         -1.104899837942264E-05         -3.238024580111815E-07         -1.137280083743382E-05          9.657861059958946E-07    8.50828
    -7.80320    1.00829   -4.41916         -1.089239319195128E-05         -3.720273973903337E-07         -1.126442058934161E-05          9.747532137596011E-07    9.02416
    -7.89456    1.91908   -4.30261         -1.079988070610258E-05         -3.966691542697148E-07         -1.119654986037230E-05          9.704473394278772E-07    9.19345
